Logger 3,Time,Celsius(°C)
290,2025-02-18 02:38:00,-3.5
291,2025-02-18 02:40:00,-3.5
292,2025-02-18 02:42:00,-3.5
293,2025-02-18 02:44:00,-3.5
294,2025-02-18 02:46:00,-3.5
295,2025-02-18 02:48:00,-3.5
296,2025-02-18 02:50:00,-3.5
297,2025-02-18 02:52:00,-3.5
298,2025-02-18 02:54:00,-3.5
299,2025-02-18 02:56:00,-3.5
300,2025-02-18 02:58:00,-3.5
301,2025-02-18 03:00:00,-3.5
302,2025-02-18 03:02:00,-3.5
303,2025-02-18 03:04:00,-3.5
304,2025-02-18 03:06:00,-3.5
305,2025-02-18 03:08:00,-3.5
306,2025-02-18 03:10:00,-3.5
307,2025-02-18 03:12:00,-3.5
308,2025-02-18 03:14:00,-3.5
309,2025-02-18 03:16:00,-3.5
310,2025-02-18 03:18:00,-3.5
311,2025-02-18 03:20:00,-3.5
312,2025-02-18 03:22:00,-3.5
313,2025-02-18 03:24:00,-3.5
314,2025-02-18 03:26:00,-3.5
315,2025-02-18 03:28:00,-3.5
316,2025-02-18 03:30:00,-3.5
317,2025-02-18 03:32:00,-3.5
318,2025-02-18 03:34:00,-3.5
319,2025-02-18 03:36:00,-3.5
320,2025-02-18 03:38:00,-3.5
321,2025-02-18 03:40:00,-3.5
322,2025-02-18 03:42:00,-3.5
323,2025-02-18 03:44:00,-3.5
324,2025-02-18 03:46:00,-3.5
325,2025-02-18 03:48:00,-3.5
326,2025-02-18 03:50:00,-3.5
327,2025-02-18 03:52:00,-3.5
328,2025-02-18 03:54:00,-3.5
329,2025-02-18 03:56:00,-3.5
330,2025-02-18 03:58:00,-3.5
331,2025-02-18 04:00:00,-3.5
332,2025-02-18 04:02:00,-3.5
333,2025-02-18 04:04:00,-3.5
334,2025-02-18 04:06:00,-3.5
335,2025-02-18 04:08:00,-3.5
336,2025-02-18 04:10:00,-3.5
337,2025-02-18 04:12:00,-3.5
338,2025-02-18 04:14:00,-3.5
339,2025-02-18 04:16:00,-3.5
340,2025-02-18 04:18:00,-3.5
341,2025-02-18 04:20:00,-3.5
342,2025-02-18 04:22:00,-3.5
343,2025-02-18 04:24:00,-3.5
344,2025-02-18 04:26:00,-3.5
345,2025-02-18 04:28:00,-3.5
346,2025-02-18 04:30:00,-3.5
347,2025-02-18 04:32:00,-3.5
348,2025-02-18 04:34:00,-3.5
349,2025-02-18 04:36:00,-3.5
350,2025-02-18 04:38:00,-3.5
351,2025-02-18 04:40:00,-3.5
352,2025-02-18 04:42:00,-4.0
353,2025-02-18 04:44:00,-4.0
354,2025-02-18 04:46:00,-4.0
355,2025-02-18 04:48:00,-4.0
356,2025-02-18 04:50:00,-4.0
357,2025-02-18 04:52:00,-4.0
358,2025-02-18 04:54:00,-4.0
359,2025-02-18 04:56:00,-4.0
360,2025-02-18 04:58:00,-4.0
361,2025-02-18 05:00:00,-4.0
362,2025-02-18 05:02:00,-4.0
363,2025-02-18 05:04:00,-4.0
364,2025-02-18 05:06:00,-4.0
365,2025-02-18 05:08:00,-4.0
366,2025-02-18 05:10:00,-4.0
367,2025-02-18 05:12:00,-4.0
368,2025-02-18 05:14:00,-4.0
369,2025-02-18 05:16:00,-4.0
370,2025-02-18 05:18:00,-4.0
371,2025-02-18 05:20:00,-4.0
372,2025-02-18 05:22:00,-4.0
373,2025-02-18 05:24:00,-4.0
374,2025-02-18 05:26:00,-4.0
375,2025-02-18 05:28:00,-4.0
376,2025-02-18 05:30:00,-4.0
377,2025-02-18 05:32:00,-4.0
378,2025-02-18 05:34:00,-4.0
379,2025-02-18 05:36:00,-4.0
380,2025-02-18 05:38:00,-4.5
381,2025-02-18 05:40:00,-4.5
382,2025-02-18 05:42:00,-4.5
383,2025-02-18 05:44:00,-4.5
384,2025-02-18 05:46:00,-4.5
385,2025-02-18 05:48:00,-4.5
386,2025-02-18 05:50:00,-4.5
387,2025-02-18 05:52:00,-4.5
388,2025-02-18 05:54:00,-4.5
389,2025-02-18 05:56:00,-4.5
390,2025-02-18 05:58:00,-4.5
391,2025-02-18 06:00:00,-4.5
392,2025-02-18 06:02:00,-4.5
393,2025-02-18 06:04:00,-5.0
394,2025-02-18 06:06:00,-5.0
395,2025-02-18 06:08:00,-5.0
396,2025-02-18 06:10:00,-5.0
397,2025-02-18 06:12:00,-5.0
398,2025-02-18 06:14:00,-5.0
399,2025-02-18 06:16:00,-5.0
400,2025-02-18 06:18:00,-5.0
401,2025-02-18 06:20:00,-5.0
402,2025-02-18 06:22:00,-5.0
403,2025-02-18 06:24:00,-5.0
404,2025-02-18 06:26:00,-5.0
405,2025-02-18 06:28:00,-5.0
406,2025-02-18 06:30:00,-5.0
407,2025-02-18 06:32:00,-5.0
408,2025-02-18 06:34:00,-5.0
409,2025-02-18 06:36:00,-5.0
410,2025-02-18 06:38:00,-5.0
411,2025-02-18 06:40:00,-5.0
412,2025-02-18 06:42:00,-5.0
413,2025-02-18 06:44:00,-5.0
414,2025-02-18 06:46:00,-5.0
415,2025-02-18 06:48:00,-5.0
416,2025-02-18 06:50:00,-5.0
417,2025-02-18 06:52:00,-5.0
418,2025-02-18 06:54:00,-5.5
419,2025-02-18 06:56:00,-5.5
420,2025-02-18 06:58:00,-5.5
421,2025-02-18 07:00:00,-5.5
422,2025-02-18 07:02:00,-5.5
423,2025-02-18 07:04:00,-5.5
424,2025-02-18 07:06:00,-5.5
425,2025-02-18 07:08:00,-5.5
426,2025-02-18 07:10:00,-5.5
427,2025-02-18 07:12:00,-5.5
428,2025-02-18 07:14:00,-5.5
429,2025-02-18 07:16:00,-5.5
430,2025-02-18 07:18:00,-5.5
431,2025-02-18 07:20:00,-5.5
432,2025-02-18 07:22:00,-5.5
433,2025-02-18 07:24:00,-6.0
434,2025-02-18 07:26:00,-6.0
435,2025-02-18 07:28:00,-6.0
436,2025-02-18 07:30:00,-6.0
437,2025-02-18 07:32:00,-6.0
438,2025-02-18 07:34:00,-6.0
439,2025-02-18 07:36:00,-6.0
440,2025-02-18 07:38:00,-6.0
441,2025-02-18 07:40:00,-6.0
442,2025-02-18 07:42:00,-6.0
443,2025-02-18 07:44:00,-6.0
444,2025-02-18 07:46:00,-6.0
445,2025-02-18 07:48:00,-6.0
446,2025-02-18 07:50:00,-6.0
447,2025-02-18 07:52:00,-6.0
448,2025-02-18 07:54:00,-6.0
449,2025-02-18 07:56:00,-6.0
450,2025-02-18 07:58:00,-6.0
451,2025-02-18 08:00:00,-6.0
452,2025-02-18 08:02:00,-6.0
453,2025-02-18 08:04:00,-6.0
454,2025-02-18 08:06:00,-6.0
455,2025-02-18 08:08:00,-6.0
456,2025-02-18 08:10:00,-6.0
457,2025-02-18 08:12:00,-6.0
458,2025-02-18 08:14:00,-6.0
459,2025-02-18 08:16:00,-6.0
460,2025-02-18 08:18:00,-6.0
461,2025-02-18 08:20:00,-6.0
462,2025-02-18 08:22:00,-6.0
463,2025-02-18 08:24:00,-6.0
464,2025-02-18 08:26:00,-6.0
465,2025-02-18 08:28:00,-6.0
466,2025-02-18 08:30:00,-5.5
467,2025-02-18 08:32:00,-5.5
468,2025-02-18 08:34:00,-5.5
469,2025-02-18 08:36:00,-5.5
470,2025-02-18 08:38:00,-5.5
471,2025-02-18 08:40:00,-5.5
472,2025-02-18 08:42:00,-5.0
473,2025-02-18 08:44:00,-5.0
474,2025-02-18 08:46:00,-5.0
475,2025-02-18 08:48:00,-5.0
476,2025-02-18 08:50:00,-5.0
477,2025-02-18 08:52:00,-4.5
478,2025-02-18 08:54:00,-4.5
479,2025-02-18 08:56:00,-4.5
480,2025-02-18 08:58:00,-4.5
481,2025-02-18 09:00:00,-4.5
482,2025-02-18 09:02:00,-4.0
483,2025-02-18 09:04:00,-4.0
484,2025-02-18 09:06:00,-4.0
485,2025-02-18 09:08:00,-4.0
486,2025-02-18 09:10:00,-4.0
487,2025-02-18 09:12:00,-3.5
488,2025-02-18 09:14:00,-3.5
489,2025-02-18 09:16:00,-3.5
490,2025-02-18 09:18:00,-3.5
491,2025-02-18 09:20:00,-3.5
492,2025-02-18 09:22:00,-3.5
493,2025-02-18 09:24:00,-3.5
494,2025-02-18 09:26:00,-3.5
495,2025-02-18 09:28:00,-3.0
496,2025-02-18 09:30:00,-3.0
497,2025-02-18 09:32:00,-3.0
498,2025-02-18 09:34:00,-3.0
499,2025-02-18 09:36:00,-3.0
500,2025-02-18 09:38:00,-3.0
501,2025-02-18 09:40:00,-3.0
502,2025-02-18 09:42:00,-3.0
503,2025-02-18 09:44:00,-3.0
504,2025-02-18 09:46:00,-3.0
505,2025-02-18 09:48:00,-3.0
506,2025-02-18 09:50:00,-2.5
507,2025-02-18 09:52:00,-2.5
508,2025-02-18 09:54:00,-2.5
509,2025-02-18 09:56:00,-2.5
510,2025-02-18 09:58:00,-2.5
511,2025-02-18 10:00:00,-2.5
512,2025-02-18 10:02:00,-2.5
513,2025-02-18 10:04:00,-2.5
514,2025-02-18 10:06:00,-2.5
515,2025-02-18 10:08:00,-2.0
516,2025-02-18 10:10:00,-2.0
517,2025-02-18 10:12:00,-2.0
518,2025-02-18 10:14:00,-2.0
519,2025-02-18 10:16:00,-2.0
520,2025-02-18 10:18:00,-2.0
521,2025-02-18 10:20:00,-2.0
522,2025-02-18 10:22:00,-1.5
523,2025-02-18 10:24:00,-1.5
524,2025-02-18 10:26:00,-1.5
525,2025-02-18 10:28:00,-1.5
526,2025-02-18 10:30:00,-1.5
527,2025-02-18 10:32:00,-1.5
528,2025-02-18 10:34:00,-1.5
529,2025-02-18 10:36:00,-1.0
530,2025-02-18 10:38:00,-1.0
531,2025-02-18 10:40:00,-1.0
532,2025-02-18 10:42:00,-1.0
533,2025-02-18 10:44:00,-1.0
534,2025-02-18 10:46:00,-1.0
535,2025-02-18 10:48:00,-1.0
536,2025-02-18 10:50:00,-1.0
537,2025-02-18 10:52:00,-1.0
538,2025-02-18 10:54:00,-1.0
539,2025-02-18 10:56:00,-1.0
540,2025-02-18 10:58:00,-0.5
541,2025-02-18 11:00:00,-0.5
542,2025-02-18 11:02:00,-0.5
543,2025-02-18 11:04:00,-0.5
544,2025-02-18 11:06:00,-0.5
545,2025-02-18 11:08:00,-0.5
546,2025-02-18 11:10:00,-0.5
547,2025-02-18 11:12:00,-0.5
548,2025-02-18 11:14:00,-0.5
549,2025-02-18 11:16:00,0.0
550,2025-02-18 11:18:00,0.0
551,2025-02-18 11:20:00,0.0
552,2025-02-18 11:22:00,0.0
553,2025-02-18 11:24:00,0.0
554,2025-02-18 11:26:00,0.0
555,2025-02-18 11:28:00,0.0
556,2025-02-18 11:30:00,0.0
557,2025-02-18 11:32:00,0.0
558,2025-02-18 11:34:00,0.0
559,2025-02-18 11:36:00,0.5
560,2025-02-18 11:38:00,0.5
561,2025-02-18 11:40:00,0.5
562,2025-02-18 11:42:00,0.5
563,2025-02-18 11:44:00,0.5
564,2025-02-18 11:46:00,0.5
565,2025-02-18 11:48:00,0.5
566,2025-02-18 11:50:00,0.5
567,2025-02-18 11:52:00,0.5
568,2025-02-18 11:54:00,0.5
569,2025-02-18 11:56:00,0.5
570,2025-02-18 11:58:00,1.0
571,2025-02-18 12:00:00,1.0
572,2025-02-18 12:02:00,1.0
573,2025-02-18 12:04:00,1.0
574,2025-02-18 12:06:00,1.0
575,2025-02-18 12:08:00,1.0
576,2025-02-18 12:10:00,1.0
577,2025-02-18 12:12:00,1.0
578,2025-02-18 12:14:00,1.0
579,2025-02-18 12:16:00,1.0
580,2025-02-18 12:18:00,1.0
581,2025-02-18 12:20:00,1.0
582,2025-02-18 12:22:00,1.0
583,2025-02-18 12:24:00,1.0
584,2025-02-18 12:26:00,1.0
585,2025-02-18 12:28:00,1.0
586,2025-02-18 12:30:00,1.0
587,2025-02-18 12:32:00,1.0
588,2025-02-18 12:34:00,1.0
589,2025-02-18 12:36:00,1.0
590,2025-02-18 12:38:00,1.0
591,2025-02-18 12:40:00,1.5
592,2025-02-18 12:42:00,1.5
593,2025-02-18 12:44:00,1.5
594,2025-02-18 12:46:00,1.5
595,2025-02-18 12:48:00,1.5
596,2025-02-18 12:50:00,1.5
597,2025-02-18 12:52:00,1.5
598,2025-02-18 12:54:00,1.5
599,2025-02-18 12:56:00,1.5
600,2025-02-18 12:58:00,1.5
601,2025-02-18 13:00:00,1.5
602,2025-02-18 13:02:00,1.5
603,2025-02-18 13:04:00,1.5
604,2025-02-18 13:06:00,1.5
605,2025-02-18 13:08:00,1.5
606,2025-02-18 13:10:00,1.5
607,2025-02-18 13:12:00,1.5
608,2025-02-18 13:14:00,1.5
609,2025-02-18 13:16:00,1.5
610,2025-02-18 13:18:00,1.5
611,2025-02-18 13:20:00,2.0
612,2025-02-18 13:22:00,2.0
613,2025-02-18 13:24:00,2.0
614,2025-02-18 13:26:00,2.0
615,2025-02-18 13:28:00,2.0
616,2025-02-18 13:30:00,2.0
617,2025-02-18 13:32:00,2.0
618,2025-02-18 13:34:00,2.0
619,2025-02-18 13:36:00,2.0
620,2025-02-18 13:38:00,2.0
621,2025-02-18 13:40:00,2.0
622,2025-02-18 13:42:00,2.0
623,2025-02-18 13:44:00,2.0
624,2025-02-18 13:46:00,2.0
625,2025-02-18 13:48:00,2.0
626,2025-02-18 13:50:00,2.0
627,2025-02-18 13:52:00,2.0
628,2025-02-18 13:54:00,2.0
629,2025-02-18 13:56:00,2.0
630,2025-02-18 13:58:00,2.0
631,2025-02-18 14:00:00,2.0
632,2025-02-18 14:02:00,2.0
633,2025-02-18 14:04:00,2.0
634,2025-02-18 14:06:00,2.0
635,2025-02-18 14:08:00,2.0
636,2025-02-18 14:10:00,2.0
637,2025-02-18 14:12:00,2.0
638,2025-02-18 14:14:00,2.0
639,2025-02-18 14:16:00,2.0
640,2025-02-18 14:18:00,2.0
641,2025-02-18 14:20:00,2.0
642,2025-02-18 14:22:00,2.0
643,2025-02-18 14:24:00,2.0
644,2025-02-18 14:26:00,2.0
645,2025-02-18 14:28:00,2.0
646,2025-02-18 14:30:00,2.0
647,2025-02-18 14:32:00,2.0
648,2025-02-18 14:34:00,2.5
649,2025-02-18 14:36:00,2.5
650,2025-02-18 14:38:00,2.5
651,2025-02-18 14:40:00,2.5
652,2025-02-18 14:42:00,2.5
653,2025-02-18 14:44:00,2.5
654,2025-02-18 14:46:00,2.5
655,2025-02-18 14:48:00,2.5
656,2025-02-18 14:50:00,2.5
657,2025-02-18 14:52:00,2.5
658,2025-02-18 14:54:00,2.5
659,2025-02-18 14:56:00,2.5
660,2025-02-18 14:58:00,2.5
661,2025-02-18 15:00:00,2.5
662,2025-02-18 15:02:00,2.5
663,2025-02-18 15:04:00,2.5
664,2025-02-18 15:06:00,2.5
665,2025-02-18 15:08:00,2.5
666,2025-02-18 15:10:00,2.5
667,2025-02-18 15:12:00,2.5
668,2025-02-18 15:14:00,2.5
669,2025-02-18 15:16:00,3.0
670,2025-02-18 15:18:00,3.0
671,2025-02-18 15:20:00,3.0
672,2025-02-18 15:22:00,3.0
673,2025-02-18 15:24:00,3.0
674,2025-02-18 15:26:00,3.0
675,2025-02-18 15:28:00,3.0
676,2025-02-18 15:30:00,3.0
677,2025-02-18 15:32:00,3.0
678,2025-02-18 15:34:00,3.0
679,2025-02-18 15:36:00,3.0
680,2025-02-18 15:38:00,3.0
681,2025-02-18 15:40:00,3.0
682,2025-02-18 15:42:00,3.0
683,2025-02-18 15:44:00,3.0
684,2025-02-18 15:46:00,3.0
685,2025-02-18 15:48:00,2.5
686,2025-02-18 15:50:00,2.5
687,2025-02-18 15:52:00,2.5
688,2025-02-18 15:54:00,2.5
689,2025-02-18 15:56:00,2.5
690,2025-02-18 15:58:00,2.5
691,2025-02-18 16:00:00,2.5
692,2025-02-18 16:02:00,2.5
693,2025-02-18 16:04:00,2.5
694,2025-02-18 16:06:00,2.5
695,2025-02-18 16:08:00,2.5
696,2025-02-18 16:10:00,2.5
697,2025-02-18 16:12:00,2.5
698,2025-02-18 16:14:00,2.5
699,2025-02-18 16:16:00,2.5
700,2025-02-18 16:18:00,2.5
701,2025-02-18 16:20:00,2.5
702,2025-02-18 16:22:00,2.5
703,2025-02-18 16:24:00,2.5
704,2025-02-18 16:26:00,2.5
705,2025-02-18 16:28:00,2.5
706,2025-02-18 16:30:00,2.5
